symbol,name,group,subgroup,summary,reference_url,analysis_date
1618.TW,合機,基礎材料,電器電纜,專業電力線纜廠，受惠於台電特高壓電網與饋線更新計畫。,http://www.hocce.com.tw/,2026-05-10
1623.TW,大東電,基礎材料,電器電纜,專注於中高壓電力線纜，主要客戶包含電力公司及大型建案。,http://www.dadong.com.tw/,2026-05-10
1626.TW,艾美特-KY,非必需消費,家用電器,全球電風扇與電暖器大廠，近年發展智慧家電與空氣過濾系統。,http://www.airmate-china.com/,2026-05-10
1702.TW,南僑,非必需消費,食品/化學,跨足油脂製造、冷凍麵糰與連鎖餐飲（如點水樓），品牌力強。,http://www.namchow.com.tw/,2026-05-10
1707.TW,葡萄王,醫療保健,生技食品,台灣保健食品龍頭，以「靈芝」、「益生菌」聞名，具備直銷通路。,https://www.grapeking.com.tw/,2026-05-10
1708.TW,東鹼,基礎材料,化學工業,專業硫酸鉀肥與進口散裝航運經營商，受惠於原物料與運價波動。,http://www.tungkuang.com.tw/,2026-05-10
1709.TW,和益,基礎材料,化學工業,全球烷基苯（洗劑原料）大廠，並轉型發展土地開發與綠能。,http://www.hychem.com.tw/,2026-05-10
1710.TW,東聯,基礎材料,化學工業,專業乙二醇 (EG) 與特用化學品廠，轉型發展高性能環氧乙烷衍生物。,http://www.oucc.com.tw/,2026-05-10
1711.TW,永光,基礎材料,特用化學,專業染料廠，成功轉型至光阻劑、顯影液等電子與醫藥特化品。,https://www.ecic.com/,2026-05-10
1712.TW,興農,非必需消費,農藥化工,台灣農藥龍頭，並跨足超市通路（台灣楓康）與團膳供應鏈。,http://www.sinon.com.tw/,2026-05-10
1713.TW,國化,基礎材料,化學工業,專業生產吊粉（保險粉）及鋅化產品，並擁有轉投資土地資產題材。,http://www.ctcc.com.tw/,2026-05-10
1714.TW,和桐,基礎材料,化學工業,全球介面活性劑原料龍頭，具備石化產業鏈完整佈局。,http://www.htc.com.tw/,2026-05-10
1717.TW,長興,基礎材料,特用化學,全球乾膜光阻龍頭，生產合成樹脂與特用化學品，應用於電子與建築。,https://www.eternal-group.com/,2026-05-10
1718.TW,中纖,基礎材料,化學工業,專業生產乙二醇 (EG) 與聚酯纖維，並轉投資金融與生技領域。,http://www.cific.com.tw/,2026-05-10
1720.TW,生達,醫療保健,製藥,台灣本土學名藥大廠，產品線涵蓋抗生素、心血管及消化系統用藥。,https://www.standard.com.tw/,2026-05-10
1721.TW,三晃,基礎材料,特用化學,專業生產抗氧化劑與特用化學品，應用於塑料、塗料及電子材料。,http://www.sunko.com.tw/,2026-05-10
1722.TW,台肥,基礎材料,化肥/資產,台灣肥料龍頭，擁有大量土地資產，轉型發展南港經貿園區開發。,https://www.taifer.com.tw/,2026-05-10
1723.TW,中碳,基礎材料,煤化學,中鋼集團旗下，為台灣唯一煤化工廠，生產負極材料供應電動車鏈。,https://www.cscc.com.tw/,2026-05-10
1725.TW,元禎,基礎材料,化學貿易,專業化學品貿易商，代理多國石化與精密化學原料。,http://www.ytcc.com.tw/,2026-05-10
1726.TW,永記,基礎材料,塗料,台灣塗料大廠（虹牌油漆），產品橫跨民用、工業、船舶與特殊防蝕。,https://www.rainbowpaint.com.tw/,2026-05-10
1727.TW,中華化,基礎材料,特用化學,生產電子級酸液與特用化學品，供應半導體、面板與水處理。,http://www.china-chemical.com.tw/,2026-05-10
1730.TW,花仙子,非必需消費,家用品,台灣家用清潔龍頭，品牌包含花仙子、去味大師、克潮靈。,https://www.farcent.com.tw/,2026-05-10
1731.TW,美吾華,非必需消費,美妝髮品,以「美吾髮」染髮劑聞名，並積極布局博登藥局連鎖通路。,https://www.maywufa.com.tw/,2026-05-10
1732.TW,毛寶,非必需消費,家用品,專業清潔劑製造商，主攻居家洗劑、抗菌防護與嬰幼兒洗滌。,https://www.maobao.com.tw/,2026-05-10
1733.TW,五鼎,醫療保健,醫材設備,專業血糖儀與測試片 OEM/ODM 廠，深耕遠距醫療監測。,https://www.apexbio.com.tw/,2026-05-10
1734.TW,杏輝,醫療保健,製藥,知名製藥集團，業務涵蓋藥品製造、保健食品及連鎖杏一藥局。,https://www.sinphar.com/,2026-05-10
1735.TW,日勝化,基礎材料,合成樹脂,專業生產聚氨酯 (PU) 樹脂，廣泛應用於人工皮革與運動鞋材。,http://www.nikkachemical.com.tw/,2026-05-10
1736.TW,喬山,非必需消費,健身器材,全球前三大健身器材商，擁自有品牌 Matrix、Vision 與 Horizon。,https://www.johnsonfitness.com/,2026-05-10
1737.TW,臺鹽,非必需消費,食品生技,台灣鹽業龍頭，轉型經營包裝水、化妝品及醫藥用鹽。,https://www.tybio.com.tw/,2026-05-10
1742.TWO,台蠟,基礎材料,精製蠟,生產特種工業用蠟，應用於精密鑄造、電子封裝與食品業。,http://www.taiwax.com.tw/,2026-05-10
1752.TW,南光,醫療保健,製藥,專業針劑製造大廠，產品外銷日本、美國，專攻高端醫療市場。,http://www.nangkuang.com.tw/,2026-05-10
1760.TW,寶齡富錦,醫療保健,新藥開發,跨足新藥、醫美與感控，指標產品為腎病新藥「拿百磷」。,https://www.pbf.com.tw/,2026-05-10
1762.TW,中化生,醫療保健,原料藥,中化集團旗下的原料藥廠，專精於發酵與合成技術，供應全球。,https://www.ccpc.com.tw/,2026-05-10
1773.TW,勝一,基礎材料,電子級溶劑,台灣半導體清洗與顯影溶劑龍頭，為台積電等先進製程供應商。,https://www.shinychem.com.tw/,2026-05-10
1776.TW,展宇,基礎材料,合成樹脂,生產環保型水性 PU 樹脂，應用於皮革、紡織與塗料工業。,http://www.headway.com.tw/,2026-05-10
1777.TWO,生泰,醫療保健,原料藥,生達集團旗下原料藥廠，專業生產各類西藥原料外銷全球。,http://www.syn-tech.com.tw/,2026-05-10
1781.TWO,合世,醫療保健,醫材設備,專業生產電子血壓計、霧化器等居家用醫療儀器。,http://www.healthandlife.com.tw/,2026-05-10
1783.TW,和康生,醫療保健,膠原蛋白,大江集團成員，專注於膠原蛋白與玻尿酸醫療器材，應用於醫美與骨科。,https://www.maxigen.com/,2026-05-10
1784.TWO,訊聯,醫療保健,細胞治療,台灣幹細胞與基因檢測領導者，近年擴展至再生醫療與代工 (CDMO)。,https://www.bionetcorp.com/,2026-05-10
1785.TWO,光洋科,科技材料,貴金屬回收,全球硬碟濺鍍靶材大廠，專精貴金屬精煉與循環利用技術。,https://www.solartech.com.tw/,2026-05-10
1786.TW,科妍,醫療保健,透明質酸,專精於透明質酸（玻尿酸）交聯技術，產品應用於關節炎與醫美。,https://www.scivision.com.tw/,2026-05-10
1788.TWO,杏昌,醫療保健,醫材經銷,專精於血液透析（洗腎）相關器材經銷，具備穩定長期需求。,http://www.mbi.com.tw/,2026-05-10
1789.TW,神隆,醫療保健,原料藥,統一集團旗下，全球癌症藥物原料藥領先廠商，具備 CDMO 能力。,https://www.scinopharm.com/,2026-05-10
1795.TW,美時,醫療保健,跨國藥廠,台灣營收規模最大藥廠，主攻癌症藥與特殊困難學名藥全球市場。,https://www.lotuspharm.com/,2026-05-10
1796.TWO,金穎生技,醫療保健,微生物發酵,專業微生物發酵 CDMO，代工生產益生菌與保健食品原料。,https://www.genemountain.com/,2026-05-10
1799.TWO,易威,醫療保健,特殊劑型藥,專注於困難學名藥開發，具備經皮吸收與緩釋錠劑技術。,http://www.e-wealth.com.tw/,2026-05-10
1802.TW,台玻,基礎材料,玻璃工業,台灣玻璃產業龍頭，產品涵蓋平板玻璃、玻璃纖維與電子布。,https://www.taiwanglass.com/,2026-05-10
1805.TW,寶徠,資產開發,建設事業,原為磁磚廠，現轉型經營住宅與商用不動產開發。,http://www.pau-lian.com.tw/,2026-05-10
1806.TW,冠軍,基礎材料,陶瓷磁磚,台灣磁磚領先品牌，產品應用於建築裝潢與公共工程。,https://www.champion.com.tw/,2026-05-10
1808.TW,潤隆,資產開發,建設事業,興富發集團旗下，主要經營住宅大樓開發，具備高營收爆發力。,http://www.run-long.com.tw/,2026-05-10
1809.TW,中釉,基礎材料,陶瓷釉料,全球知名釉料生產商，並跨足光電陶瓷與特殊玻璃材料。,http://www.china-glaze.com.tw/,2026-05-10
1810.TW,和成,非必需消費,居家衛浴,以「HCG 和成衛浴」聞名，跨足防彈陶瓷與精密陶瓷組件。,https://www.hcg.com.tw/,2026-05-10
1813.TWO,寶利徠,醫療保健,鏡片技術,專業研發光學鏡片專利技術，以自有專利授權全球。,http://www.polycore.com.tw/,2026-05-10
1815.TWO,富喬,基礎材料,玻璃纖維,專業生產電子級與工業級玻璃纖維布，供應 PCB 上游產業。,http://www.fcs.com.tw/,2026-05-10
1817.TW,凱撒衛,非必需消費,居家衛浴,台灣衛浴設備大廠，以自有品牌 Caesar 經營，並在越南具備極高市佔。,https://www.caesar.com.tw/,2026-05-11
1903.TW,士紙,基礎材料,造紙/資產,萬海集團旗下，轉型經營紙類加工品與土地開發，資產活化潛力高。,https://www.shihlinpaper.com.tw/,2026-05-11
1904.TW,正隆,基礎材料,工業用紙,台灣工紙龍頭，專精於包裝紙箱與循環回收紙業，受惠於電商物流。,https://www.clc.com.tw/,2026-05-11
1905.TW,華紙,基礎材料,紙漿文化紙,永豐餘旗下，台灣唯一整合林漿紙之企業，積極推廣無塑紙材與碳匯。,https://www.chp.com.tw/,2026-05-11
1906.TW,寶隆,基礎材料,造紙貿易,專注於工業用紙之代理與進出口貿易，並持有大量榮成股權。,http://www.pao-lung.com/,2026-05-11
1907.TW,永豐餘,基礎材料,造紙控股,跨足工業、文化與消費用紙（五月花），並轉投資生技與材料研發。,https://www.yfy.com/,2026-05-11
1909.TW,榮成,基礎材料,工業用紙,深耕兩岸低碳造紙市場，為工業用紙與綠色包裝之指標廠商。,https://www.longchenpaper.com/,2026-05-11
2002.TW,中鋼,基礎材料,鋼鐵指標,台灣鋼鐵業領袖，生產各類鋼捲、鋼板，產品為下游工業之基礎原料。,https://www.csc.com.tw/,2026-05-11
2006.TW,東和鋼鐵,基礎材料,建築鋼材,台灣型鋼龍頭，產品應用於大型建築結構，具備穩定的營建需求。,https://www.tunghosteel.com/,2026-05-11
2007.TW,燁興,基礎材料,不鏽鋼線材,義聯集團旗下，主要生產碳鋼及不鏽鋼盤元、線材，供應扣件業。,http://www.yehsing.com.tw/,2026-05-11
2008.TW,高興昌,基礎材料,鋼管製造,生產黑鋼管、鍍鋅鋼管及鋼帶，產品應用於公共工程與工業管線。,http://www.ksc.com.tw/,2026-05-11
2009.TW,第一銅,基礎材料,銅材加工,專業銅片、銅帶生產商，受惠於電子零件與電網建置之銅材需求。,http://www.fcc.com.tw/,2026-05-11
2010.TW,春源,基礎材料,鋼鐵加工,跨足鋼板剪裁加工、鋼骨結構工程及汽車零件製造。,https://www.cyber.com.tw/,2026-05-11
2012.TW,春雨,基礎材料,螺絲扣件,全球知名扣件大廠，產品廣泛應用於建築、交通與工業維修。,http://www.chunyu.com.tw/,2026-05-11
2013.TW,中鋼構,基礎材料,鋼骨結構,中鋼旗下，專注於摩天大樓、廠房及橋樑之鋼骨工程設計與施工。,https://www.cssc.com.tw/,2026-05-11
2014.TW,中鴻,基礎材料,熱冷軋鋼,中鋼集團成員，生產熱軋鋼捲、冷軋鋼捲與鍍鋅鋼捲，具備市場代表性。,https://www.chsteel.com.tw/,2026-05-11
2015.TW,豐興,基礎材料,電爐鋼鐵,台灣電爐大廠，專精於型鋼、條鋼與線材，獲利能力優於傳統高爐廠。,http://www.fenghsin.com.tw/,2026-05-11
2017.TW,官田鋼,基礎材料,鋼鐵線材,專業生產盤元、鐵絲與螺絲，並跨足鍍鋅鋼線加工市場。,http://www.kts.com.tw/,2026-05-11
2020.TW,美亞,基礎材料,鋼管製造,生產鍍鋅鋼管、不鏽鋼管與車用零件，產品多元且營運穩健。,http://www.mayer.com.tw/,2026-05-11
2022.TW,聚亨,基礎材料,鋼鐵線材,具備從盤元到螺絲的一條龍生產能力，並在泰國具備生產優勢。,http://www.tycons.com.tw/,2026-05-11
2023.TW,燁輝,基礎材料,鍍面鋼鐵,義聯集團旗下，全球主要鍍鋅及彩塗鋼捲廠，受惠於太陽能支架需求。,http://www.yieh.com.tw/,2026-05-11
2024.TW,志聯,基礎材料,精鋼線材,專業磨光鋼棒與快削鋼線生產商，供應電子、電機及汽車產業。,http://www.jilien.com.tw/,2026-05-11
2025.TW,千興,基礎材料,不鏽鋼板,專業不鏽鋼冷軋廠，提供不鏽鋼捲與板材裁切加工。,http://www.chimhsing.com.tw/,2026-05-11
2027.TW,大成鋼,基礎材料,鋼鋁進口商,北美鋁板、不鏽鋼與扣件進口龍頭，具備強大庫存管理與價格影響力。,https://www.taisun.com.tw/,2026-05-11
2028.TW,威致,基礎材料,電爐鋼鐵,專業生產鋼筋、盤元與特殊合金鋼，產品通過多國認證外銷。,http://www.wei-chih.com.tw/,2026-05-11
2029.TW,盛餘,基礎材料,鍍面鋼鐵,專業生產鍍鋁鋅及彩塗鋼板，產品定位高端，品質穩定。,https://www.sheng-yu.com.tw/,2026-05-11
2030.TW,彰源,基礎材料,不鏽鋼管,台灣不鏽鋼管出口指標，產品應用於化工、食品、水處理與營建。,http://www.froch.com/,2026-05-11
2031.TW,新光鋼,基礎材料,鋼鐵裁剪,台灣最大鋼鐵通路剪裁商，跨足離岸風電水下基礎與太陽能支架。,https://www.sksc.com.tw/,2026-05-11
2032.TW,新鋼,基礎材料,不鏽鋼加工,專業不鏽鋼表面處理與裁切配送，服務小批量客製化需求。,http://www.shinkong.com.tw/,2026-05-11
2033.TW,佳大,基礎材料,鋼線線纜,專業生產鍍鋅鋼線、預力鋼線及各類金屬線材。,http://www.jia-ta.com.tw/,2026-05-11
2034.TW,允強,基礎材料,不鏽鋼管板,全球重要不鏽鋼管供應商，近年大舉投資土耳其建立生產基地。,https://www.yc-inox.com/,2026-05-11
2035.TWO,唐榮公司,基礎材料,不鏽鋼煉鋼,台灣老牌不鏽鋼煉鋼廠，由政府主導經營，主要生產 300 系不鏽鋼。,http://www.tangeng.com.tw/,2026-05-11
2038.TW,海光,基礎材料,建築鋼筋,專業生產電爐小鋼胚與熱軋鋼筋，主要供應國內公共工程需求。,http://www.hai-kuang.com.tw/,2026-05-11
2049.TW,上銀,工業製造,線性滑軌,全球傳動控制組件領先者，專精線性滑軌、滾珠螺桿與工業機器人。,https://www.hiwin.tw/,2026-05-11
2059.TW,川湖,科技電子,伺服器導軌,全球高階伺服器導軌與隱藏式軸承龍頭，技術門檻與獲利能力極高。,http://www.kingslide.com/,2026-05-11
2061.TWO,風青,基礎材料,漆包線,專業漆包線大廠，供應馬達、感測器及電子零件應用。,http://www.v-f.com.tw/,2026-05-11
2062.TW,橋椿,非必需消費,廚衛組件,全球鋅壓鑄龍頭，專業代工知名品牌之廚衛水龍頭及相關組件。,http://www.sunspring.com.tw/,2026-05-11
2063.TWO,世鎧精密,工業製造,複合螺絲,專業研發及生產建築用複合螺絲，具備高度抗腐蝕與鑽孔力。,http://www.shehkai.com.tw/,2026-05-11
2064.TWO,晉椿,基礎材料,磨光鋼棒,專業精密磨光鋼棒廠，供應自行車零件、家電零件與機械設備。,http://www.chinchun.com.tw/,2026-05-11
2065.TWO,世豐,工業製造,建築螺絲,專業生產各類螺絲，產品廣泛外銷北美、歐洲與亞洲市場。,http://www.shehfung.com.tw/,2026-05-11
2066.TWO,世德,汽車相關,精密扣件,專業汽車、航太及工業用扣件廠，為 Tesla 等電動車大廠供應商。,http://www.sumee.com/,2026-05-11
2067.TWO,嘉鋼,基礎材料,鑄鐵件,專業生產農機、工程機械及液壓泵之精密鑄件，主要外銷歐美。,http://www.jiakang.com.tw/,2026-05-11
2069.TW,運錩,基礎材料,不鏽鋼加工,專業不鏽鋼冷軋廠，深耕中國與台灣市場，產品供應家電與工業。,http://www.ycmsteel.com/,2026-05-11
2070.TWO,精湛,工業製造,檢測設備,全球光學影像篩選機領導者，專門檢測扣件缺陷，受惠於自動化需求。,https://www.ccm-inspection.com/,2026-05-11
2072.TW,世紀風電,能源轉型,離岸風電,世紀鋼集團成員，為台灣離岸風電水下基礎（套管式）製造大廠。,http://www.century-wind.com.tw/,2026-05-11
